local_timestamp,array,light_barrier,force_sensor,window_ms,minimum_rise,light_barrier_plc_time_ms,peak_plc_time_ms,peak_delay_ms,baseline,peak,peak_rise,valid,reason
2026-08-02T19:34:44.287,1,2,1,2000,0.05000000074505806,470662,470687,25,0.009858471341431141,0.35340434312820435,0.3435458838939667,1,
2026-08-02T19:34:46.604,1,2,1,2000,0.05000000074505806,475021,472978,24,0.009669262915849686,0.32258063554763794,0.0,1,
2026-08-02T19:34:48.676,1,2,1,2000,0.05000000074505806,475021,475047,26,0.009669262915849686,0.35126805305480957,0.341598778963089,1,
2026-08-02T19:34:51.199,1,2,1,2000,0.05000000074505806,477604,477631,27,0.009663159027695656,0.3552354574203491,0.345572292804718,1,
2026-08-02T19:34:53.502,1,2,1,2000,0.05000000074505806,479913,479939,26,0.00972419697791338,0.35187840461730957,0.34215420484542847,1,
2026-08-02T19:34:55.800,1,2,1,2000,0.05000000074505806,482137,482163,26,0.009766917675733566,0.35248878598213196,0.3427218794822693,1,
2026-08-02T19:34:58.093,1,2,1,2000,0.05000000074505806,484472,484497,25,0.009815740399062634,0.3558458089828491,0.346030056476593,1,
2026-08-02T19:35:00.622,1,2,1,2000,0.05000000074505806,487064,487090,26,0.009925601072609425,0.3509628474712372,0.34103724360466003,1,
2026-08-02T19:35:02.810,1,2,1,2000,0.05000000074505806,489246,489272,26,0.009870666079223156,0.35340434312820435,0.3435336649417877,1,
2026-08-02T19:35:05.539,1,2,1,2000,0.05000000074505806,491890,491916,26,0.00990118458867073,0.35431990027427673,0.3444187045097351,1,
2026-08-02T19:35:08.488,1,2,1,2000,0.05000000074505806,494862,494888,26,0.01000494509935379,0.35279396176338196,0.34278902411460876,1,
2026-08-02T19:35:12.997,1,2,1,2000,0.05000000074505806,499435,499460,25,0.009895187802612782,0.3503524959087372,0.34045732021331787,1,
2026-08-02T19:37:00.479,1,2,1,2000,0.05000000074505806,606918,606944,26,0.009937695227563381,0.36103397607803345,0.3510962724685669,1,
2026-08-02T19:37:55.091,1,2,1,2000,0.05000000074505806,661500,661526,26,0.009681172668933868,0.36164432764053345,0.3519631624221802,1,
2026-08-02T19:37:59.163,1,2,1,2000,0.05000000074505806,665610,665636,26,0.00999244675040245,0.35981321334838867,0.3498207628726959,1,
2026-08-02T19:38:02.008,1,2,1,2000,0.05000000074505806,668415,668441,26,0.009882585145533085,0.35981321334838867,0.34993061423301697,1,
2026-08-02T19:38:04.106,1,2,1,2000,0.05000000074505806,670514,670540,26,0.010084004141390324,0.35370951890945435,0.3436255156993866,1,
