local_timestamp,part_number,edge,distance_1_2_mm,distance_2_3_mm,distance_3_4_mm,distance_4_5_mm,distance_5_6_mm,distance_6_7_mm,distance_7_8_mm,plc_time_lb1_ms,plc_time_lb2_ms,plc_time_lb3_ms,plc_time_lb4_ms,plc_time_lb5_ms,plc_time_lb6_ms,plc_time_lb7_ms,plc_time_lb8_ms,speed_1_2_mm_per_sec,speed_2_3_mm_per_sec,speed_3_4_mm_per_sec,speed_4_5_mm_per_sec,speed_5_6_mm_per_sec,speed_6_7_mm_per_sec,speed_7_8_mm_per_sec,acceleration_after_lb2_mm_per_sec2,acceleration_after_lb3_mm_per_sec2,acceleration_after_lb4_mm_per_sec2,acceleration_after_lb5_mm_per_sec2,acceleration_after_lb6_mm_per_sec2,acceleration_after_lb7_mm_per_sec2,maximum_speed_change_percent,consistent,diagnosis
2026-08-21T10:48:05.329,1,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4425555,4429259,4429626,4429702,4429980,4430044,4430275,4430334,10.799136069114471,534.0599455040872,526.3157894736842,705.0359712230215,625.0,848.4848484848485,677.9661016949152,1208.0652714067344,-34.795403146275994,932.4890274113637,-451.0623759253782,1395.345500459137,-1102.9173858515094,97.97791686869131,False,LB 1-2 -> LB 2-3: speed change 98.0%
2026-08-21T10:48:24.954,2,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4429122,4438959,4448906,4449006,4449408,4449509,4449902,4450000,4.066280370031514,19.704433497536947,400.0,487.5621890547264,396.03960396039605,498.72773536895676,408.16326530612247,1.575127387335392,676.3209122904286,329.30884828744394,-342.66745885902293,389.33044966585084,-348.01738508852554,95.07389162561576,False,LB 1-2 -> LB 2-3: speed change 79.4%; LB 2-3 -> LB 3-4: speed change 95.1%
2026-08-21T10:48:35.828,3,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4435881,4444174,4459995,4460086,4460412,4460488,4460760,4460827,4.8233449897503915,12.388597433790531,439.56043956043953,601.2269938650306,526.3157894736842,720.5882352941177,597.0149253731344,0.5517486842642844,818.0504350855522,712.968297141588,-357.90503348590744,1026.4368415041663,-689.9177276525487,97.18159408381266,False,LB 1-2 -> LB 2-3: speed change 61.1%; LB 2-3 -> LB 3-4: speed change 97.2%
2026-08-21T10:48:46.517,4,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4438827,4448445,4470834,4470909,4471182,4471244,4471467,4471524,4.158868787689748,8.75429898610925,533.3333333333334,717.9487179487179,645.1612903225806,878.9237668161435,701.7543859649123,0.2514472929871756,1204.948333447908,978.8386320328948,-420.41216556572255,1509.6351582355146,-1186.643091751218,98.35856894010452,False,LB 1-2 -> LB 2-3: speed change 52.5%; LB 2-3 -> LB 3-4: speed change 98.4%
2026-08-21T10:48:56.142,5,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4442965,4459571,4480536,4480607,4480856,4480912,4481106,4481154,2.4087679152113695,9.348914858096828,563.3802816901408,787.14859437751,714.2857142857143,1010.3092783505155,833.3333333333334,0.34576290743471144,1344.5336423230444,1280.5320670899464,-463.5543559230366,2163.2235435952803,-1382.5440401554865,98.3405676126878,False,LB 1-2 -> LB 2-3: speed change 74.2%; LB 2-3 -> LB 3-4: speed change 98.3%
2026-08-21T10:49:41.690,1,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4525681,4525803,4526141,4526210,4526452,4526507,4526694,4526740,327.8688524590164,579.8816568047338,579.7101449275362,809.9173553719008,727.2727272727273,1048.1283422459894,869.5652173913044,969.3421673127576,-0.8427278249913243,1355.5180949182577,-538.3072148216237,2413.7601779009115,-1450.971841197201,43.459350953496156,True,
2026-08-21T10:49:46.563,2,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4530469,4530589,4530936,4531010,4531277,4531337,4531558,4531614,333.3333333333333,564.8414985590778,540.5405405405405,734.0823970037453,666.6666666666666,886.8778280542987,714.2857142857143,881.0796923023456,-113.82136663815655,1045.3088543343415,-400.1378014674573,1449.60948071977,-1170.9669502612585,40.98639455782313,True,
2026-08-21T10:50:03.998,3,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4535473,4537268,4547681,4547837,4548394,4548516,4548940,4549047,22.284122562674096,18.8226255641986,256.4102564102564,351.8850987432675,327.8688524590164,462.2641509433962,373.8317757009346,-0.6029274799078732,277.08444220018396,246.08857256434615,-69.17431485070705,449.95830862129964,-313.2963928970555,92.65917602996254,False,LB 2-3 -> LB 3-4: speed change 92.7%
2026-08-21T10:50:12.938,4,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4546902,4547084,4557394,4557456,4557687,4557741,4557935,4557983,219.78021978021977,19.01066925315228,645.1612903225806,848.4848484848485,740.7407407407408,1010.3092783505155,833.3333333333334,-203.1438112762244,1762.1681567171374,1286.8366422782167,-725.5495470983684,2000.1186141016863,-1382.5440401554865,97.05334626576139,False,LB 1-2 -> LB 2-3: speed change 91.4%; LB 2-3 -> LB 3-4: speed change 97.1%
2026-08-21T10:50:17.626,5,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4557049,4557126,4561999,4562072,4562335,4562394,4562610,4562664,519.4805194805194,40.22162938641494,547.945205479452,745.2471482889733,677.9661016949152,907.4074074074074,740.7407407407408,-1136.6196213951366,1265.3651217687325,1081.1413721395254,-405.74269909087656,1541.3142710611546,-1163.9464323080138,92.65955263697929,False,LB 1-2 -> LB 2-3: speed change 92.3%; LB 2-3 -> LB 3-4: speed change 92.7%
2026-08-21T10:51:13.624,6,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4561538,4561658,4618183,4618239,4618434,4618478,4618632,4618671,333.3333333333333,3.4674922600619196,714.2857142857143,1005.1282051282051,909.0909090909091,1272.7272727272727,1025.6410256410256,-470.75884579888776,2161.8307547884724,2118.977233523703,-778.967914205557,3361.8153803053647,-2406.3355816348585,99.51455108359133,False,LB 1-2 -> LB 2-3: speed change 99.0%; LB 2-3 -> LB 3-4: speed change 99.5%
2026-08-21T10:52:21.876,1,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4685304,4685474,4685923,4686020,4686402,4686497,4686864,4686955,235.2941176470588,436.52561247216033,412.37113402061857,513.0890052356021,421.05263157894734,534.0599455040872,439.56043956043953,572.8444429868082,-86.88414479128699,394.9592166110544,-364.30088446653826,457.3504526791178,-389.85866680195653,46.0984393757503,True,
2026-08-21T10:52:26.938,2,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,4691006,4691124,4691452,4691518,4691750,4691802,4691982,4692026,338.9830508474576,597.560975609756,606.060606060606,844.8275862068965,769.2307692307693,1088.888888888889,909.0909090909091,1026.142418685735,43.34889257146451,1467.8991194814496,-517.0240427322466,2516.792525484399,-1522.1725904828113,43.272224143894846,True,
2026-08-31T17:54:00.078,1,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23620013,23620122,23620432,23620499,23620752,23620809,23621014,23621066,366.9724770642202,632.258064516129,597.0149253731344,774.703557312253,701.7543859649123,956.0975609756098,769.2307692307693,1123.2265306060676,-183.57389418386595,1032.7914431947884,-456.3829808952038,1786.7090164513504,-1366.129532932834,41.958434750046806,True,
2026-08-31T17:54:06.891,2,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23626843,23626944,23627240,23627304,23627550,23627606,23627802,23627851,396.03960396039605,662.1621621621622,625.0,796.7479674796748,714.2857142857143,1000.0,816.3265306122449,1193.2684792125517,-202.68529236978645,1034.6708630635294,-527.9798391963551,2075.4064337599443,-1413.605912790574,40.189937361083054,True,
2026-08-31T17:54:12.393,3,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23632315,23632421,23632724,23632788,23633029,23633084,23633276,23633324,377.35849056603774,646.8646864686468,625.0,813.2780082987551,727.2727272727273,1020.8333333333334,833.3333333333334,1169.6376788046712,-117.8344177973762,1147.4411812813137,-561.4216057105054,2174.4706551259906,-1473.1197033898304,41.663457835964564,True,
2026-08-31T17:54:18.015,4,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23637949,23638055,23638364,23638429,23638672,23638727,23638921,23638969,377.35849056603774,634.3042071197411,615.3846153846154,806.5843621399177,727.2727272727273,1010.3092783505155,833.3333333333334,1101.4508337606992,-100.18475558361216,1152.0343576126568,-515.477599211641,2083.8949918916464,-1382.5440401554865,40.5082787832114,True,
2026-08-31T17:54:24.327,5,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23644294,23644397,23644706,23644771,23645012,23645066,23645256,23645303,388.3495145631068,634.3042071197411,615.3846153846154,813.2780082987551,740.7407407407408,1031.578947368421,851.063829787234,1065.79017673052,-100.18475558361216,1197.9783641115214,-477.64522792054515,2184.145252799145,-1440.0232300068883,38.775510204081634,True,
2026-08-31T17:54:29.767,6,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23649756,23649857,23650158,23650221,23650456,23650509,23650696,23650742,396.03960396039605,651.1627906976744,634.9206349206349,834.0425531914893,754.7169811320755,1048.1283422459894,869.5652173913044,1132.0576783223555,-88.51172602186902,1239.418507992187,-534.0222835807826,2241.4207636025944,-1450.971841197201,39.17963224893917,True,
2026-08-31T17:54:35.391,7,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23655376,23655480,23655789,23655854,23656091,23656144,23656331,23656378,384.61538461538464,634.3042071197411,615.3846153846154,827.0042194092827,754.7169811320755,1048.1283422459894,851.063829787234,1078.0204791820474,-100.18475558361216,1293.3803138503642,-484.48414115103105,2241.4207636025944,-1585.8617773186943,39.36420722135008,True,
2026-08-31T17:54:40.518,8,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23660502,23660600,23660896,23660959,23661191,23661243,23661429,23661475,408.16326530612247,662.1621621621622,634.9206349206349,844.8275862068965,769.2307692307693,1053.763440860215,869.5652173913044,1151.9554146352264,-149.72252691206518,1316.1416854582583,-517.0240427322466,2197.8873430601648,-1501.1598389693788,38.359017076218244,True,
2026-08-31T17:54:45.393,9,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23665398,23665501,23665804,23665868,23666101,23666154,23666340,23666386,388.3495145631068,646.8646864686468,625.0,841.2017167381974,754.7169811320755,1053.763440860215,869.5652173913044,1133.9770217744917,-117.8344177973762,1343.2005434037735,-584.8415535346479,2291.6087613747723,-1501.1598389693788,39.964335248662564,True,
2026-08-31T17:54:50.328,10,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23670341,23670444,23670749,23670812,23671044,23671097,23671284,23671330,388.3495145631068,642.6229508196722,634.9206349206349,844.8275862068965,754.7169811320755,1048.1283422459894,869.5652173913044,1110.8004722829746,-41.695102848137985,1316.1416854582583,-610.7454610468541,2241.4207636025944,-1450.971841197201,39.56806023380226,True,
2026-08-31T17:57:30.584,1,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23829823,23830002,23830568,23830683,23831112,23831209,23831513,23831583,223.46368715083798,346.2897526501767,347.82608695652175,456.87645687645687,412.37113402061857,644.7368421052631,571.4285714285714,296.52785303166513,4.518618546462984,371.83521220550483,-163.9243418412458,1040.8289974339662,-377.77535306342793,36.04039553965916,True,
2026-08-31T17:57:34.704,2,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23833914,23834083,23834627,23834749,23835205,23835301,23835628,23835707,236.68639053254438,360.29411764705884,327.8688524590164,429.82456140350877,416.6666666666667,599.388379204893,506.32911392405066,312.67543960910405,-94.55028304356104,327.3354625971458,-47.19509523138796,786.6750763337182,-436.00532846929804,34.30745079096727,True,
2026-08-31T17:57:36.958,3,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23836246,23836414,23836953,23837062,23837488,23837582,23837886,23837958,238.0952380952381,363.6363636363636,366.9724770642202,460.09389671361504,425.531914893617,644.7368421052631,555.5555555555555,320.0934854027524,10.327940525304797,326.3457409765637,-129.6990813563142,994.1024787069427,-453.57466211536024,34.52380952380952,True,
2026-08-31T17:57:56.391,4,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23838540,23838974,23841443,23844708,23856916,23857013,23857337,23857416,92.16589861751152,79.3843661401377,12.251148545176111,16.05504587155963,412.37113402061857,604.9382716049382,506.32911392405066,-9.290996951279531,-26.06689384235369,0.4562451578894628,719.458422353869,830.086272368301,-464.3268679883718,96.10665137614679,False,LB 2-3 -> LB 3-4: speed change 84.6%; LB 4-5 -> LB 5-6: speed change 96.1%
2026-08-31T17:57:58.640,5,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23855539,23855727,23856334,23856463,23859238,23859319,23859589,23859652,212.7659574468085,322.8995057660626,310.07751937984494,70.63063063063063,493.82716049382714,725.925925925926,634.9206349206349,249.97770413436595,-34.38992711529394,-386.26856797236246,1012.1888917716759,1199.5897690254951,-524.763717302503,85.6972972972973,False,LB 3-4 -> LB 4-5: speed change 77.2%; LB 4-5 -> LB 5-6: speed change 85.7%
2026-08-31T17:58:00.828,6,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23858010,23858209,23858767,23858867,23861383,23861466,23861754,23861826,201.00502512562815,351.2544802867383,400.0,77.90143084260731,481.9277108433735,680.5555555555555,555.5555555555555,351.59614320234,155.17072067158202,-652.2515553926885,958.413921828003,978.3963801643924,-654.719868173258,83.83545310015897,False,LB 3-4 -> LB 4-5: speed change 80.5%; LB 4-5 -> LB 5-6: speed change 83.8%
2026-08-31T17:58:03.202,7,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,23860294,23860445,23860907,23861007,23863835,23863909,23864159,23864219,264.9006622516556,424.24242424242425,400.0,69.3069306930693,540.5405405405405,784.0,666.6666666666666,465.29353248187863,-84.66794291139438,-657.6124972792632,1217.714514092228,1366.4064577633062,-721.2354048964221,87.17821782178218,False,LB 3-4 -> LB 4-5: speed change 82.7%; LB 4-5 -> LB 5-6: speed change 87.2%
2026-09-01T14:03:00.408,1,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,1648190,1648319,1648715,1648800,1649106,1649172,1649392,1649445,310.07751937984494,494.949494949495,470.5882352941176,640.5228758169935,606.060606060606,890.9090909090909,754.7169811320755,630.6226039237374,-99.6682853963066,800.0689290154234,-182.03430604374,1806.8201273131933,-949.6664688785978,37.35168485999051,True,
2026-09-01T14:03:05.902,2,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,1653848,1653967,1654329,1654403,1654677,1654737,1654944,1654995,336.1344537815126,541.4364640883978,540.5405405405405,715.3284671532847,666.6666666666666,946.8599033816425,784.3137254901961,763.4198034980975,-4.107494392742056,930.1302540339329,-284.9592011670488,1915.6747126586827,-1192.3544772863675,37.91802435259818,True,
2026-09-01T14:03:11.201,3,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,1659136,1659254,1659610,1659684,1659955,1660015,1660222,1660273,338.9830508474576,550.561797752809,540.5405405405405,723.2472324723248,666.6666666666666,946.8599033816425,784.3137254901961,797.4948490803173,-46.331428715869414,978.4003530127851,-333.2293001459009,1915.6747126586827,-1192.3544772863675,38.42960913178831,True,
2026-09-01T14:03:16.957,4,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,1664878,1665009,1665378,1665454,1665733,1665795,1666008,1666061,305.3435114503817,531.1653116531165,526.3157894736842,702.5089605734767,645.1612903225806,920.1877934272301,754.7169811320755,800.4318996555213,-21.729991755275385,917.4174976132167,-327.4819879463111,1824.2054433973622,-1174.3553117091567,42.51441034429038,True,
2026-09-01T14:03:22.638,5,ON,40.0,196.0,40.0,196.0,40.0,196.0,40.0,1670602,1670718,1671067,1671140,1671406,1671466,1671672,1671724,344.82758620689657,561.6045845272206,547.945205479452,736.8421052631579,666.6666666666666,951.4563106796116,769.2307692307693,832.6001913250738,-64.21932692403863,1028.3573723759478,-417.33832052626383,1952.6468927441244,-1328.614977969054,38.59957776213933,True,
